Rule_ID;Old_Type;New_Type;File;Line;Description;Code_Context
R10;False_Negative;False_Negative;./files/EvalID_42/toy_helper.py;151;Missed detection (in ground truth but not detected);"143:   tcav_model.summary()
144: 
145:   n_cluster = concept_arraynew_active.shape[0]
146:   n_percluster = concept_arraynew_active.shape[1]
147:   print(concept_arraynew_active.shape)
148:   weight_ace = np.zeros((200, n_cluster))
149:   tcav_list_rand = np.zeros((15, 200))
150:   tcav_list_ace = np.zeros((15, n_cluster))
151:   for i in range(n_cluster):
152:     y = np.zeros((n_cluster * n_percluster))
153:     y[i * n_percluster:(i + 1) * n_percluster] = 1
154:     clf = LogisticRegression(
155:         random_state=0,
156:         solver='lbfgs',
157:         max_iter=10000,
158:         C=10.0,
159:         multi_class='ovr').fit(concept_arraynew_active.reshape((-1, 200)), y)"
R10;False_Negative;True_Negative;./files/EvalID_42/toy_helper.py;163;Missed detection (in ground truth but not detected);"155:         random_state=0,
156:         solver='lbfgs',
157:         max_iter=10000,
158:         C=10.0,
159:         multi_class='ovr').fit(concept_arraynew_active.reshape((-1, 200)), y)
160:     weight_ace[:, i] = clf.coef_
161: 
162:   weight_rand = np.zeros((200, 200))
163:   for i in range(200):
164:     y = np.random.randint(2, size=n_cluster * n_percluster)
165:     clf = LogisticRegression(
166:         random_state=0,
167:         solver='lbfgs',
168:         max_iter=10000,
169:         C=10.0,
170:         multi_class='ovr').fit(concept_arraynew_active.reshape((-1, 200)), y)
171:     weight_rand[:, i] = clf.coef_"
R10;False_Negative;False_Negative;./files/EvalID_47/awa_helper.py;201;Missed detection (in ground truth but not detected);"193:   tcav_model.summary()
194: 
195:   n_cluster = concept_arraynew_active.shape[0]
196:   n_percluster = concept_arraynew_active.shape[1]
197:   print(concept_arraynew_active.shape)
198:   weight_ace = np.zeros((1024, n_cluster))
199:   tcav_list_rand = np.zeros((50, 200))
200:   tcav_list_ace = np.zeros((50, 134))
201:   for i in range(n_cluster):
202:     y = np.zeros((n_cluster * n_percluster))
203:     y[i * n_percluster:(i + 1) * n_percluster] = 1
204:     clf = LogisticRegression(
205:         random_state=0,
206:         solver='lbfgs',
207:         max_iter=10000,
208:         C=10.0,
209:         multi_class='ovr').fit(concept_arraynew_active.reshape((-1, 1024)), y)"
R10;False_Negative;False_Negative;./files/EvalID_48/codebook.py;76;Missed detection (in ground truth but not detected);"68:     km_models: list of KMeans fitted models
69:   """"""
70:   assert len(activation_indexes) > 0
71:   assert 0.0 < sample_size <= 1.0
72:   km_models = [KMeans(2**bits)] * len(activation_indexes)
73:   cb_tables = [[]] * len(activation_indexes)
74:   models = []
75:   x = x_in = model.layers[0].output
76:   for i in range(1, len(model.layers)):
77:     layer = model.layers[i]
78:     x = layer(x)
79:     if i in activation_indexes or i == len(model.layers) - 1:
80:       print(""\nCreating submodel..."")
81:       models.append(Model([x_in], [x]))
82:       x = x_in = Input(layer.output[0].shape,
83:                        batch_size=layer.output.shape[0],
84:                        dtype=layer.output.dtype)"
R10;False_Negative;True_Negative;./files/EvalID_48/codebook.py;139;Missed detection (in ground truth but not detected);"131:     codebook_table: array of codebook values
132:   """"""
133:   assert bits <= 8
134:   n = 2**bits
135:   index_table = []
136:   codebook_table = np.zeros((weights.shape[axis], n))
137:   km_models = [None] * weights.shape[axis]
138: 
139:   for i, w in tqdm(enumerate(np.split(weights, weights.shape[axis], axis))):
140:     original_shape = w.shape
141:     w = w.ravel()
142:     km = KMeans(n)
143:     km.fit(w.reshape(-1, 1))
144:     if quantizer:
145:       km.cluster_centers_ = quantizer(km.cluster_centers_).numpy()
146:     km.cluster_centers_.sort(axis=0)
147:"
R10;False_Negative;False_Negative;./files/EvalID_48/codebook.py;187;Missed detection (in ground truth but not detected);"179:   codebook_table = np.zeros((n, n))
180: 
181:   km1 = KMeans(n)
182:   km1.fit(embeddings)
183:   tier1 = km1.predict(embeddings)
184: 
185:   km_models = [0] * n
186:   block_sizes = [0] * n
187:   for block_label in tqdm(range(n)):
188:     mask = block_label == tier1
189:     indices = np.arange(embeddings.shape[0])[mask]
190:     block = embeddings[mask]
191:     km2 = KMeans(n)
192:     km2.fit(block.flatten().reshape(-1, 1))
193:     if quantizer:
194:       km2.cluster_centers_ = quantizer(km2.cluster_centers_).numpy()
195:     km2.cluster_centers_.sort(axis=0)"
R10;False_Negative;False_Negative;./files/EvalID_43/uflow_model.py;120;Missed detection (in ground truth but not detected);"112: 
113:   # Pad features2 such that shifts do not go out of bounds.
114:   features2_padded = tf.pad(
115:       tensor=features2,
116:       paddings=[[0, 0], [max_disp, max_disp], [max_disp, max_disp], [0, 0]],
117:       mode='CONSTANT')
118:   cost_list = []
119:   for i in range(num_shifts):
120:     for j in range(num_shifts):
121:       corr = tf.reduce_mean(
122:           input_tensor=features1 *
123:           features2_padded[:, i:(height + i), j:(width + j), :],
124:           axis=-1,
125:           keepdims=True)
126:       cost_list.append(corr)
127:   cost_volume = tf.concat(cost_list, axis=-1)
128:   return cost_volume"
R10;False_Negative;False_Negative;./files/EvalID_43/uflow_model.py;185;Missed detection (in ground truth but not detected);"177:     """"""Run the model.""""""
178:     context = None
179:     flow = None
180:     flow_up = None
181:     context_up = None
182:     flows = []
183: 
184:     # Go top down through the levels to the second to last one to estimate flow.
185:     for level, (features1, features2) in reversed(
186:         list(enumerate(zip(feature_pyramid1, feature_pyramid2)))[1:]):
187: 
188:       # init flows with zeros for coarsest level if needed
189:       if self._shared_flow_decoder and flow_up is None:
190:         batch_size, height, width, _ = features1.shape.as_list()
191:         flow_up = tf.zeros(
192:             [batch_size, height, width, 2],
193:             dtype=tf.bfloat16 if self._use_bfloat16 else tf.float32)"
R10;False_Negative;False_Negative;./files/EvalID_43/uflow_model.py;287;Missed detection (in ground truth but not detected);"279:           tf.math.greater(tf.random.uniform([]), self._drop_out_rate),
280:           tf.bfloat16 if self._use_bfloat16 else tf.float32)
281:     refined_flow = flow + refinement
282:     flows[0] = refined_flow
283:     return [tf.cast(flow, tf.float32) for flow in flows]
284: 
285:   def _build_cost_volume_surrogate_convs(self):
286:     layers = []
287:     for _ in range(self._num_levels):
288:       layers.append(
289:           Conv2D(
290:               int(64 * self._channel_multiplier),
291:               kernel_size=(4, 4),
292:               padding='same',
293:               dtype=self._dtype_policy))
294:     return layers
295:"
R10;False_Negative;True_Negative;./files/EvalID_43/uflow_model.py;313;Missed detection (in ground truth but not detected);"305:               padding='same',
306:               dtype=self._dtype_policy))
307:     return layers
308: 
309:   def _build_flow_layers(self):
310:     """"""Build layers for flow estimation.""""""
311:     # Empty list of layers level 0 because flow is only estimated at levels > 0.
312:     result = [[]]
313:     for _ in range(1, self._num_levels):
314:       layers = []
315:       for c in [128, 128, 96, 64, 32]:
316:         layers.append(
317:             Sequential([
318:                 Conv2D(
319:                     int(c * self._channel_multiplier),
320:                     kernel_size=(3, 3),
321:                     strides=1,"
R10;False_Negative;False_Negative;./files/EvalID_43/uflow_model.py;315;Missed detection (in ground truth but not detected);"307:     return layers
308: 
309:   def _build_flow_layers(self):
310:     """"""Build layers for flow estimation.""""""
311:     # Empty list of layers level 0 because flow is only estimated at levels > 0.
312:     result = [[]]
313:     for _ in range(1, self._num_levels):
314:       layers = []
315:       for c in [128, 128, 96, 64, 32]:
316:         layers.append(
317:             Sequential([
318:                 Conv2D(
319:                     int(c * self._channel_multiplier),
320:                     kernel_size=(3, 3),
321:                     strides=1,
322:                     padding='same',
323:                     dtype=self._dtype_policy),"
R10;False_Negative;True_Negative;./files/EvalID_43/uflow_model.py;465;Missed detection (in ground truth but not detected);"457:       self._convs.append(group)
458: 
459:   def call(self, x, split_features_by_sample=False):
460:     if self._use_bfloat16:
461:       x = tf.cast(x, tf.bfloat16)
462:     x = x * 2. - 1.  # Rescale input from [0,1] to [-1, 1]
463:     features = []
464:     for level, conv_tuple in enumerate(self._convs):
465:       for i, conv in enumerate(conv_tuple):
466:         if level > 0 or i < len(conv_tuple) - self._level1_num_1x1:
467:           x = tf.pad(
468:               tensor=x,
469:               paddings=[[0, 0], [1, 1], [1, 1], [0, 0]],
470:               mode='CONSTANT')
471:         x = conv(x)
472:         x = LeakyReLU(alpha=self._leaky_relu_alpha, dtype=self._dtype_policy)(x)
473:       features.append(x)"
R12;False_Positive;True_Positive;./files/EvalID_22/ppca.py;113;Incorrectly detected (not in ground truth);"105:   return m - m.mean(axis=0)
106: 
107: 
108: def PartialCorr(x, y, covar):
109:   """"""Calculate partial correlation.""""""
110:   cvar = np.atleast_2d(covar)
111:   beta_x = np.linalg.lstsq(cvar, x, rcond=None)[0]
112:   beta_y = np.linalg.lstsq(cvar, y, rcond=None)[0]
113:   res_x = x - np.dot(cvar, beta_x)
114:   res_y = y - np.dot(cvar, beta_y)
115:   return spearmanr(res_x, res_y)
116: 
117: 
118: def Varimax(phi, gamma=1, q=20, tol=1e-6):
119:   """"""Source: https://stackoverflow.com/questions/17628589/perform-varimax-rotation-in-python-using-numpy.""""""
120:   p, k = phi.shape
121:   r = np.eye(k)"
R12;False_Positive;True_Positive;./files/EvalID_22/ppca.py;114;Incorrectly detected (not in ground truth);"106: 
107: 
108: def PartialCorr(x, y, covar):
109:   """"""Calculate partial correlation.""""""
110:   cvar = np.atleast_2d(covar)
111:   beta_x = np.linalg.lstsq(cvar, x, rcond=None)[0]
112:   beta_y = np.linalg.lstsq(cvar, y, rcond=None)[0]
113:   res_x = x - np.dot(cvar, beta_x)
114:   res_y = y - np.dot(cvar, beta_y)
115:   return spearmanr(res_x, res_y)
116: 
117: 
118: def Varimax(phi, gamma=1, q=20, tol=1e-6):
119:   """"""Source: https://stackoverflow.com/questions/17628589/perform-varimax-rotation-in-python-using-numpy.""""""
120:   p, k = phi.shape
121:   r = np.eye(k)
122:   d = 0"
R12;False_Positive;True_Positive;./files/EvalID_22/ppca.py;125;Incorrectly detected (not in ground truth);"117: 
118: def Varimax(phi, gamma=1, q=20, tol=1e-6):
119:   """"""Source: https://stackoverflow.com/questions/17628589/perform-varimax-rotation-in-python-using-numpy.""""""
120:   p, k = phi.shape
121:   r = np.eye(k)
122:   d = 0
123:   for _ in range(q):
124:     d_old = d
125:     l = np.dot(phi, r)
126:     u, s, vh = LA.svd(
127:         np.dot(
128:             phi.T,
129:             np.asarray(l)**3 -
130:             (gamma / p) * np.dot(l, np.diag(np.diag(np.dot(l.T, l))))))
131:     r = np.dot(u, vh)
132:     d = np.sum(s)
133:     if d / d_old < tol:"
R12;False_Positive;True_Positive;./files/EvalID_22/ppca.py;127;Incorrectly detected (not in ground truth);"119:   """"""Source: https://stackoverflow.com/questions/17628589/perform-varimax-rotation-in-python-using-numpy.""""""
120:   p, k = phi.shape
121:   r = np.eye(k)
122:   d = 0
123:   for _ in range(q):
124:     d_old = d
125:     l = np.dot(phi, r)
126:     u, s, vh = LA.svd(
127:         np.dot(
128:             phi.T,
129:             np.asarray(l)**3 -
130:             (gamma / p) * np.dot(l, np.diag(np.diag(np.dot(l.T, l))))))
131:     r = np.dot(u, vh)
132:     d = np.sum(s)
133:     if d / d_old < tol:
134:       break
135:   return np.dot(phi, r)"
R12;False_Positive;True_Positive;./files/EvalID_22/ppca.py;130;Incorrectly detected (not in ground truth);"122:   d = 0
123:   for _ in range(q):
124:     d_old = d
125:     l = np.dot(phi, r)
126:     u, s, vh = LA.svd(
127:         np.dot(
128:             phi.T,
129:             np.asarray(l)**3 -
130:             (gamma / p) * np.dot(l, np.diag(np.diag(np.dot(l.T, l))))))
131:     r = np.dot(u, vh)
132:     d = np.sum(s)
133:     if d / d_old < tol:
134:       break
135:   return np.dot(phi, r)
136: 
137: 
138: def LeaveOut(ratings, rater_msk, worker2examples, worker_id):"
R12;False_Positive;True_Positive;./files/EvalID_22/ppca.py;131;Incorrectly detected (not in ground truth);"123:   for _ in range(q):
124:     d_old = d
125:     l = np.dot(phi, r)
126:     u, s, vh = LA.svd(
127:         np.dot(
128:             phi.T,
129:             np.asarray(l)**3 -
130:             (gamma / p) * np.dot(l, np.diag(np.diag(np.dot(l.T, l))))))
131:     r = np.dot(u, vh)
132:     d = np.sum(s)
133:     if d / d_old < tol:
134:       break
135:   return np.dot(phi, r)
136: 
137: 
138: def LeaveOut(ratings, rater_msk, worker2examples, worker_id):
139:   """"""Calculate correlations and partial correlations for a particular rater."""""""
R12;False_Positive;True_Positive;./files/EvalID_22/ppca.py;135;Incorrectly detected (not in ground truth);"127:         np.dot(
128:             phi.T,
129:             np.asarray(l)**3 -
130:             (gamma / p) * np.dot(l, np.diag(np.diag(np.dot(l.T, l))))))
131:     r = np.dot(u, vh)
132:     d = np.sum(s)
133:     if d / d_old < tol:
134:       break
135:   return np.dot(phi, r)
136: 
137: 
138: def LeaveOut(ratings, rater_msk, worker2examples, worker_id):
139:   """"""Calculate correlations and partial correlations for a particular rater.""""""
140:   examples = worker2examples[worker_id]
141:   use_examples = copy.deepcopy(ratings[[idx for idx, _ in examples]])
142:   use_examples_msk = copy.deepcopy(rater_msk[[idx for idx, _ in examples
143:                                              ]]).sum(axis=1).astype(int)"
R12;False_Positive;True_Positive;./files/EvalID_32/recom_amr.py;287;Incorrectly detected (not in ground truth);"279: 
280:         """"""
281:         if item_idx is None:
282:             known_item_scores = np.zeros(self.gamma_item.shape[0], dtype=np.float32)
283:             fast_dot(self.gamma_user[user_idx], self.gamma_item, known_item_scores)
284:             fast_dot(self.gamma_user[user_idx], self.theta_item, known_item_scores)
285:             return known_item_scores
286:         else:
287:             item_score = np.dot(self.gamma_item[item_idx], self.gamma_user[user_idx])
288:             item_score += np.dot(self.theta_item[item_idx], self.gamma_user[user_idx])
289:             return item_score
290: 
291:     def get_vector_measure(self):
292:         """"""Getting a valid choice of vector measurement in ANNMixin._measures.
293: 
294:         Returns
295:         -------"
R12;False_Positive;True_Positive;./files/EvalID_32/recom_amr.py;288;Incorrectly detected (not in ground truth);"280:         """"""
281:         if item_idx is None:
282:             known_item_scores = np.zeros(self.gamma_item.shape[0], dtype=np.float32)
283:             fast_dot(self.gamma_user[user_idx], self.gamma_item, known_item_scores)
284:             fast_dot(self.gamma_user[user_idx], self.theta_item, known_item_scores)
285:             return known_item_scores
286:         else:
287:             item_score = np.dot(self.gamma_item[item_idx], self.gamma_user[user_idx])
288:             item_score += np.dot(self.theta_item[item_idx], self.gamma_user[user_idx])
289:             return item_score
290: 
291:     def get_vector_measure(self):
292:         """"""Getting a valid choice of vector measurement in ANNMixin._measures.
293: 
294:         Returns
295:         -------
296:         measure: MEASURE_DOT"
R12;False_Negative;False_Negative;./files/EvalID_41/plotting.py;200;Missed detection (in ground truth but not detected);"192:   _ = datasets.make_moons(n_samples=n_samples, noise=.05)
193:   blobs = datasets.make_blobs(n_samples=n_samples, random_state=8)
194:   no_structure = onp.random.rand(n_samples, 2), None
195: 
196:   # Anisotropicly distributed data
197:   random_state = 170
198:   X, y = datasets.make_blobs(n_samples=n_samples, random_state=random_state)
199:   transformation = [[0.6, -0.6], [-0.4, 0.8]]
200:   X_aniso = onp.dot(X, transformation)
201:   aniso = (X_aniso, y)
202: 
203:   # blobs with varied variances
204:   varied = datasets.make_blobs(n_samples=n_samples,
205:                                cluster_std=[1.0, 2.5, 0.5],
206:                                random_state=random_state)
207:   return varied, aniso, blobs, no_structure
208:"
R14;True_Positive;True_Positive;./files/EvalID_19/predictor.py;82;Correctly detected;"74:     else:
75:         return flask.Response(
76:             response=""This predictor only supports CSV data"", status=415, mimetype=""text/plain""
77:         )
78: 
79:     print(""Invoked with {} records"".format(data.shape[0]))
80: 
81:     # Do the prediction
82:     predictions = ScoringService.predict(data.values)
83: 
84:     # Convert from numpy back to CSV
85:     out = StringIO()
86:     pd.DataFrame({""results"": predictions}).to_csv(out, header=False, index=False)
87:     result = out.getvalue().rstrip(
88:         ""\n""
89:     )  # this is essential for Model Monitoring to work correctly.
90:"
R14;True_Positive;True_Positive;./files/EvalID_24/data_loader.py;142;Correctly detected;"134:       val_sample_index = 0
135: 
136:       # Every customer (an entire time series) divide the customer data
137:       # into training/testing/validation,
138:       # Scale indpendently since customers have very different behaviors
139:       # Create time series based on the sequence and prediction length
140:       for i in range(1, self.num_ts):
141: 
142:         data = inputs.values[:, i]
143:         data = data.reshape(-1, 1)
144:         if self.scale:
145:           train_data = np.array(data[:training_hours, :], dtype=np.float64)
146:           self.scaler.fit(train_data)
147:           df_data = self.scaler.transform(data)
148:         else:
149:           df_data = np.array(data, dtype=np.float64)
150:"
R14;True_Positive;True_Positive;./files/EvalID_24/data_loader.py;242;Correctly detected;"234: 
235:     Returns:
236:      x: data in the form of numpy array
237:      y: labels in the form of numpy array
238: 
239:     """"""
240: 
241:     x = pd.read_csv(file_name, sep='\t', header=0 if header_in_data else None)
242:     y = x[target_col].values
243:     x.drop(target_col, axis=1, inplace=True)
244:     return x, y
245: 
246:   def __read_data__(self):
247:     # Standard scaler is used to scale data
248:     if self.scale:
249:       self.data_scaler = StandardScaler()
250:       self.label_scaler = StandardScaler()"
R14;True_Positive;True_Positive;./files/EvalID_24/data_loader.py;254;Correctly detected;"246:   def __read_data__(self):
247:     # Standard scaler is used to scale data
248:     if self.scale:
249:       self.data_scaler = StandardScaler()
250:       self.label_scaler = StandardScaler()
251: 
252:     cols = pd.read_csv(self.cd_path, sep='\t', header=None)
253:     target_col = np.where(cols[1] == 'Label')[0][0]
254:     cat_cols = cols[cols[1] == 'Categ'][0].values
255:     train_x, train_y = self.read_file(self.train_path, target_col,
256:                                       self.header_in_data)
257:     test_x, test_y = self.read_file(self.test_path, target_col,
258:                                     self.header_in_data)
259:     # Divide the training data into trian and validation
260:     data = pd.concat([train_x, test_x])
261:     data[cat_cols] = data[cat_cols].apply(
262:         lambda x: x.astype('category').cat.codes)"
R14;True_Positive;True_Positive;./files/EvalID_22/ppca.py;429;Correctly detected;"421:   ppc_scores = all_ratings_avg.dot(w_vari)  # project onto ppcs
422:   ppc_scores_abs = np.absolute(ppc_scores)
423: 
424:   # Load maximally distinct colors
425:   colors = pd.read_csv(
426:       FLAGS.rgb_colors, sep=""\t"", header=None, names=np.arange(3))
427: 
428:   # Set colors (todo(ddemszky): add names to colors in file)
429:   palette_rgb = colors.values
430:   with open(FLAGS.emotion_color_order) as f:
431:     color_order = f.read().splitlines()
432:   ppc2color = {emotion2ppc[e]: i for i, e in enumerate(color_order)}
433:   # get rgb value for each example based on weighted average of top emotions
434:   rgb_vals = []
435:   hex_vals = []
436:   top_categories = []
437:   threshold = 0.5  # exclude points not loading on any of the top 10 categories"
R14;True_Positive;True_Positive;./files/EvalID_23/util.py;36;Correctly detected;"28: from tensorflow.python.lib.io import file_io
29: 
30: 
31: def create_dataset(dataset, window_size = 1):
32:     data_X, data_y = [], []
33:     df = pd.DataFrame(dataset)
34:     columns = [df.shift(i) for i in reversed(range(1, window_size+1))]
35:     data_X = pd.concat(columns, axis=1).dropna().values
36:     data_y = df.shift(-window_size).dropna().values
37:     return data_X, data_y
38: 
39: def load_data(data_file_url, window_size):
40:     """"""Loads data into preprocessed (train_X, train_y, eval_X, eval_y) dataframes.
41: 
42:     Returns:
43:       A tuple (train_X, train_y, eval_X, eval_y), where train_X and eval_X are
44:       Pandas dataframes with features for training and train_y and eval_y are"
R14;True_Positive;True_Positive;./files/EvalID_23/util.py;59;Correctly detected;"51:     file_stream = file_io.FileIO(data_file_url, mode='r')
52:     df = pd.read_csv(StringIO(file_stream.read()))
53:     df.index = df[df.columns[0]]
54:     df = df[['count']]
55: 
56:     scaler = StandardScaler()
57: 
58:     # Time series: split latest data into test set
59:     train = df.values[:int(TRAINING_SPLIT * len(df)), :]
60:     print(train)
61:     train = scaler.fit_transform(train)
62:     test = df.values[int(TRAINING_SPLIT * len(df)):, :]
63:     test = scaler.transform(test)
64: 
65:     # Create test and training sets
66:     train_X, train_y = create_dataset(train, window_size)
67:     test_X, test_y = create_dataset(test, window_size)"
